date,team,elo,elo_off,elo_def,played_match_today
1872-11-30,England,1500.0,1500.0,1500.0,True
1873-03-08,England,1503.1354279408388,1479.3116438429174,1527.5930512620673,True
1874-03-07,England,1517.1866720314465,1525.0812545353067,1510.3559444909276,True
1875-03-06,England,1503.8112400447028,1519.4879098018619,1501.2348059684987,True
1876-03-04,England,1500.5692480347436,1524.6295815663022,1486.4063985695286,True
1876-03-25,England,1500.5692480347436,1524.6295815663022,1486.4063985695286,False
1877-03-03,England,1474.322584345131,1501.3876964048184,1462.7354681218699,True
1877-03-05,England,1474.322584345131,1501.3876964048184,1462.7354681218699,False
1878-03-02,England,1454.5428696881863,1492.6405457121625,1436.800440134195,True
1878-03-23,England,1454.5428696881863,1492.6405457121625,1436.800440134195,False
1879-01-18,England,1426.0734370828604,1510.0855321752474,1354.472818332651,True
1879-04-05,England,1438.7746107082871,1504.4695531222296,1361.9502963848518,True
1879-04-07,England,1438.7746107082871,1504.4695531222296,1361.9502963848518,False
1880-03-13,England,1454.8668615998201,1568.3192852915329,1349.8352792970973,True
1880-03-15,England,1444.930667967462,1615.5094628333668,1342.4126540652849,True
1880-03-27,England,1444.930667967462,1615.5094628333668,1342.4126540652849,False
1881-02-26,England,1463.0024132494127,1630.5240942023731,1339.0859181000271,True
1881-03-12,England,1442.031153459244,1575.4178360398735,1345.788828732554,True
1881-03-14,England,1442.031153459244,1575.4178360398735,1345.788828732554,False
1882-02-18,England,1402.301983265301,1557.3639023764583,1302.719125930897,True
1882-02-25,England,1402.301983265301,1557.3639023764583,1302.719125930897,False
1882-03-11,England,1500.8972171132843,1763.749260826463,1346.696753154331,True
1882-03-13,England,1479.4745473275773,1741.8412917235762,1357.0941581558513,True
1882-03-25,England,1479.4745473275773,1741.8412917235762,1357.0941581558513,False
1883-02-03,England,1463.4625531427516,1745.6857088460595,1306.0053282370188,True
1883-02-24,England,1493.0399273152975,1767.7002813942981,1339.8966617049975,True
1883-03-10,England,1527.9201537770311,1787.302399596171,1366.616904524409,True
1883-03-12,England,1527.9201537770311,1787.302399596171,1366.616904524409,False
1883-03-17,England,1527.9201537770311,1787.302399596171,1366.616904524409,False
1884-01-26,England,1527.9201537770311,1787.302399596171,1366.616904524409,False
1884-02-09,England,1527.9201537770311,1787.302399596171,1366.616904524409,False
1884-02-23,England,1512.9510320737595,1772.3551471728354,1382.1120089215233,True
1884-03-15,England,1623.7806364584367,1827.2563491513129,1391.5613693105147,True
1884-03-17,England,1601.5466552161683,1788.5065317313135,1457.6177917125924,True
1884-03-29,England,1601.5466552161683,1788.5065317313135,1457.6177917125924,False
1885-02-28,England,1694.9760212239094,1809.2976755408304,1490.3004609916434,True
1885-03-14,England,1726.9663172436956,1724.5127794416287,1506.448347433098,True
1885-03-21,England,1705.1077178809778,1676.8137759225976,1507.8585142491322,True
1885-03-23,England,1705.1077178809778,1676.8137759225976,1507.8585142491322,False
1885-04-11,England,1705.1077178809778,1676.8137759225976,1507.8585142491322,False
1885-11-28,England,1705.1077178809778,1676.8137759225976,1507.8585142491322,False
1886-02-27,England,1705.1077178809778,1676.8137759225976,1507.8585142491322,False
1886-03-13,England,1708.137933529443,1660.2707327325197,1533.627904082467,True
1886-03-20,England,1708.137933529443,1660.2707327325197,1533.627904082467,False
1886-03-27,England,1756.4380438324904,1680.5521585171944,1533.676927067705,True
1886-03-29,England,1775.3589500732455,1672.4149338775446,1576.8772117154563,True
1886-04-10,England,1775.3589500732455,1672.4149338775446,1576.8772117154563,False
1886-11-25,England,1775.3589500732455,1672.4149338775446,1576.8772117154563,False
1887-02-05,England,1812.3986103557215,1681.4771105984362,1586.569540856147,True
1887-02-19,England,1812.3986103557215,1681.4771105984362,1586.569540856147,False
1887-02-26,England,1835.1621204144126,1686.7221364925745,1599.8475870604318,True
1887-03-12,England,1835.1621204144126,1686.7221364925745,1599.8475870604318,False
1887-03-19,England,1873.8642061777482,1697.2396492914806,1619.7200883123733,True
1887-03-21,England,1873.8642061777482,1697.2396492914806,1619.7200883123733,False
1888-02-04,England,1834.6779719766994,1697.7792712820778,1589.5701214318804,True
1888-03-03,England,1834.6779719766994,1697.7792712820778,1589.5701214318804,False
1888-03-10,England,1834.6779719766994,1697.7792712820778,1589.5701214318804,False
1888-03-17,England,1865.1604437282638,1720.388119648094,1587.4665217925947,True
1888-03-24,England,1865.1604437282638,1720.388119648094,1587.4665217925947,False
1888-04-07,England,2016.5658135046692,1787.4706604447817,1628.7514016770697,True
1888-09-19,England,2016.5658135046692,1787.4706604447817,1628.7514016770697,False
1889-02-23,England,2038.8705325292694,1721.4220574931421,1626.8855688589526,True
1889-03-02,England,2059.857760513472,1717.9244343441478,1629.863321082783,True
1889-03-09,England,2059.857760513472,1717.9244343441478,1629.863321082783,False
1889-04-13,England,2070.673886903718,1675.9935705102864,1623.7356864382018,True
1889-04-15,England,2070.673886903718,1675.9935705102864,1623.7356864382018,False
1889-04-27,England,2070.673886903718,1675.9935705102864,1623.7356864382018,False
1890-02-08,England,2070.673886903718,1675.9935705102864,1623.7356864382018,False
1890-03-15,England,2050.856384771466,1758.1181756815786,1596.327460590776,True
1890-03-22,England,2050.856384771466,1758.1181756815786,1596.327460590776,False
1890-03-29,England,2050.856384771466,1758.1181756815786,1596.327460590776,False
1890-04-05,England,2074.4090594964423,1760.0932362486203,1606.497728657018,True
1891-02-07,England,2074.4090594964423,1760.0932362486203,1606.497728657018,False
1891-03-07,England,2101.351684693604,1727.0044512954307,1622.3411263368416,True
1891-03-21,England,2101.351684693604,1727.0044512954307,1622.3411263368416,False
1891-03-28,England,2101.351684693604,1727.0044512954307,1622.3411263368416,False
1891-04-04,England,2111.614491635786,1708.1222896759932,1619.713850047136,True
1892-02-27,England,2111.614491635786,1708.1222896759932,1619.713850047136,False
1892-03-05,England,2154.409194439916,1679.1361508646692,1643.5693964863037,True
1892-03-19,England,2154.409194439916,1679.1361508646692,1643.5693964863037,False
1892-03-26,England,2154.409194439916,1679.1361508646692,1643.5693964863037,False
1892-04-02,England,2168.741676876655,1658.6360762675997,1665.052997136469,True
1893-02-25,England,2265.5339648237023,1708.021240642393,1675.8547355707578,True
1893-03-13,England,2273.1109219307273,1737.2635461356813,1670.5970996949,True
1893-03-18,England,2273.1109219307273,1737.2635461356813,1670.5970996949,False
1893-03-25,England,2273.1109219307273,1737.2635461356813,1670.5970996949,False
1893-04-01,England,2287.559055836951,1755.3496945320205,1685.0066569602375,True
1894-02-24,England,2287.559055836951,1755.3496945320205,1685.0066569602375,False
1894-03-03,England,2341.6467153357776,1803.1223244112875,1673.6080122356384,True
1894-03-12,England,2306.445596257625,1747.5456286265965,1652.968831633781,True
1894-03-24,England,2306.445596257625,1747.5456286265965,1652.968831633781,False
1894-03-31,England,2306.445596257625,1747.5456286265965,1652.968831633781,False
1894-04-07,England,2328.588298375399,1754.2449917609683,1653.3225394591643,True
1895-03-09,England,2327.771179168377,1751.9065613461516,1649.0249024787572,True
1895-03-16,England,2327.771179168377,1751.9065613461516,1649.0249024787572,False
1895-03-18,England,2336.8614029457394,1833.0859838885765,1663.1885432840356,True
1895-03-23,England,2336.8614029457394,1833.0859838885765,1663.1885432840356,False
1895-03-30,England,2336.8614029457394,1833.0859838885765,1663.1885432840356,False
1895-04-06,England,2300.893363140689,1721.4658703343057,1658.7427599095856,True
1896-02-29,England,2300.893363140689,1721.4658703343057,1658.7427599095856,False
