date,team,elo,elo_10th,norm_elo,elo_off,elo_def,off_10th,def_10th,norm_off,norm_def,played_match_today
1872-11-30,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1873-03-08,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1874-03-07,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1875-03-06,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1876-03-04,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1876-03-25,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1877-03-03,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1877-03-05,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1878-03-02,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1878-03-23,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1879-01-18,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1879-04-05,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1879-04-07,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1880-03-13,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1880-03-15,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1880-03-27,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1881-02-26,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1881-03-12,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1881-03-14,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1882-02-18,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1882-02-25,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1882-03-11,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1882-03-13,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1882-03-25,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1883-02-03,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1883-02-24,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1883-03-10,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1883-03-12,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1883-03-17,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1884-01-26,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1884-02-09,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1884-02-23,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
1884-03-15,Italy,1500.0,1500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,False
